year,temperature,precipitation,elevation,slope,nightlight,population_density,road_density,mining_density,forest_area_percent,cropland_area_percent,impervious_area_percent,VHI,h3_index,latitude,longitude
2001,17.92242637342825,2042.835561238207,469.0210401377434,20.21758329401717,4.132000492771905,1356.1964066039982,0.213016161490525,0.0,93.4261224489796,3.5293877551020407,3.0442857142857145,0.5668192479305443,8541a897fffffff,25.17196609686994,115.4267099523514
2002,18.18701906988913,1809.160451649728,469.0210401377434,20.21758329401717,4.853018956985781,1343.882714815725,0.213016161490525,0.0,93.61959183673468,3.626122448979592,2.7542857142857144,0.521120415440916,8541a897fffffff,25.17196609686994,115.4267099523514
2003,18.35651106025195,1345.6172327000363,469.0210401377434,20.21758329401717,4.06984730093156,1403.4784818443557,0.213016161490525,0.0,93.32938775510203,3.626122448979592,3.0440816326530613,0.510887169614005,8541a897fffffff,25.17196609686994,115.4267099523514
2004,18.0967446871567,1516.4674812042997,469.0210401377434,20.21758329401717,4.194050118134556,1397.6088915641596,0.213016161490525,0.0,93.23285714285714,3.433877551020408,3.3332653061224486,0.5201612597510179,8541a897fffffff,25.17196609686994,115.4267099523514
2005,17.916082220353857,1780.7866811189429,469.0210401377434,20.21758329401717,3.199335366129972,1407.789582480934,0.213016161490525,0.0,93.1361224489796,2.951020408163265,3.9128571428571433,0.5093114151940659,8541a897fffffff,25.17196609686994,115.4267099523514
2006,18.1964443049828,2194.494080951092,469.0210401377434,20.21758329401717,4.33462013925317,1462.6265155758126,0.213016161490525,0.0,93.32959183673468,2.9508163265306124,3.7195918367346943,0.5543802171071874,8541a897fffffff,25.17196609686994,115.4267099523514
2007,18.352720709701646,1560.779615441248,469.0210401377434,20.21758329401717,4.635757977018367,1460.1001586536968,0.213016161490525,0.0,93.09918367346938,2.854081632653061,4.046530612244898,0.5371299028296108,8541a897fffffff,25.17196609686994,115.4267099523514
2008,17.67235889494294,1790.6069682135771,469.0210401377434,20.21758329401717,6.040524404839368,1482.5338626112664,0.213016161490525,0.0,92.90632653061223,2.757959183673469,4.335510204081633,0.5118780025310428,8541a897fffffff,25.17196609686994,115.4267099523514
2009,18.539588176484664,1305.8399277223173,469.0210401377434,20.21758329401717,4.960317447746745,1443.5055365225835,0.213016161490525,0.0,92.80979591836736,2.950204081632653,4.239591836734694,0.5325372835838964,8541a897fffffff,25.17196609686994,115.4267099523514
2010,18.01662455936161,1923.987129609165,469.0210401377434,20.21758329401717,6.718581337757937,1423.3981517157083,0.213016161490525,0.0,92.6165306122449,3.278367346938776,4.104897959183673,0.5319375105589907,8541a897fffffff,25.17196609686994,115.4267099523514
2011,17.445121415290135,1616.6321002451575,469.0210401377434,20.21758329401717,6.045842245275594,1473.8971321520469,0.213016161490525,0.0,92.42326530612245,3.337959183673469,4.238979591836735,0.5170125638296251,8541a897fffffff,25.17196609686994,115.4267099523514
2012,17.770874777928697,2028.8105083805333,469.0210401377434,20.21758329401717,6.775124737473436,1507.2213008747942,0.213016161490525,0.0,92.35795918367349,3.210204081632653,4.432040816326531,0.56274810194554,8541a897fffffff,25.17196609686994,115.4267099523514
2013,18.07844642644152,1594.626870347014,469.0210401377434,20.21758329401717,7.927104004369479,1518.6855354772697,0.213016161490525,0.0,91.98551020408163,2.986938775510204,5.0279591836734685,0.6757033199973429,8541a897fffffff,25.17196609686994,115.4267099523514
2014,18.562864177849352,1486.5267512563703,469.0210401377434,20.21758329401717,6.625131233700263,1529.4786891443296,0.213016161490525,0.0,92.08204081632654,3.0834693877551023,4.8342857142857145,0.6482453378016511,8541a897fffffff,25.17196609686994,115.4267099523514
2015,18.36097846345417,1945.8143501897248,469.0210401377434,20.21758329401717,6.608472175624561,1537.7087621289656,0.213016161490525,0.0,92.1661224489796,3.0004081632653063,4.834081632653061,0.6261391453756517,8541a897fffffff,25.17196609686994,115.4267099523514
2016,18.31111944768527,2432.7483662299314,469.0210401377434,20.21758329401717,5.581394976935509,1564.1656709424572,0.213016161490525,0.0,91.60102040816328,3.096734693877551,5.302244897959183,0.609224386884216,8541a897fffffff,25.17196609686994,115.4267099523514
2017,18.50923436655033,1443.102613469582,469.0210401377434,20.21758329401717,10.63924012765002,1587.8055649029752,0.213016161490525,0.0,91.73244897959184,3.061224489795918,5.2063265306122455,0.6845244780181335,8541a897fffffff,25.17196609686994,115.4267099523514
2018,18.280224013122275,1420.7104563200992,469.0210401377434,20.21758329401717,11.111882079869757,1613.7336618986192,0.213016161490525,0.0,91.44183673469388,2.9657142857142857,5.592448979591836,0.6746612077930483,8541a897fffffff,25.17196609686994,115.4267099523514
