year,temperature,precipitation,elevation,slope,nightlight,population_density,road_density,mining_density,forest_area_percent,cropland_area_percent,impervious_area_percent,VHI,h3_index,latitude,longitude
2016,18.333255868482134,2242.8497629648778,681.004502103217,26.659308699275936,2.64215665336031,54.10780212836328,0.0,0.0,100.0,0.0,0.0,0.8035853563601618,85411a53fffffff,24.769928815021668,114.2101230742212
2017,18.42543808596338,1344.723772056933,681.004502103217,26.659308699275936,7.258540772929522,54.78084237720648,0.0,0.0,100.0,0.0,0.0,0.8826430933027455,85411a53fffffff,24.769928815021668,114.2101230742212
2018,18.239975655355696,1474.400300926133,681.004502103217,26.659308699275936,6.9885895134516,56.665030674602285,0.0,0.0,100.0,0.0,0.0,0.8565994648665853,85411a53fffffff,24.769928815021668,114.2101230742212
2019,18.7639518981624,1779.8933110310236,681.004502103217,26.659308699275936,6.4526486916897925,55.06607136630931,0.0,0.0,100.0,0.0,0.0,0.8622554668364403,85411a53fffffff,24.769928815021668,114.2101230742212
2020,18.876457538115712,1298.0876179789248,681.004502103217,26.659308699275936,7.250305309504129,56.04970580678359,0.0,0.0,100.0,0.0,0.0,0.8789496936068083,85411a53fffffff,24.769928815021668,114.2101230742212
2021,18.876457538115712,1298.0876179789248,681.004502103217,26.659308699275936,7.395311415694212,56.61020286485143,0.0,0.0,100.0,0.0,0.0,0.880431365034778,85411a53fffffff,24.769928815021668,114.2101230742212
2022,18.876457538115712,1298.0876179789248,681.004502103217,26.659308699275936,7.540317521884295,57.17069992291926,0.0,0.0,100.0,0.0,0.0,0.8844182652928759,85411a53fffffff,24.769928815021668,114.2101230742212
2023,18.876457538115712,1298.0876179789248,681.004502103217,26.659308699275936,7.685323628074377,57.7311969809871,0.0,0.0,100.0,0.0,0.0,0.897699822440136,85411a53fffffff,24.769928815021668,114.2101230742212
2024,18.876457538115712,1298.0876179789248,681.004502103217,26.659308699275936,7.83032973426446,58.29169403905494,0.0,0.0,100.0,0.0,0.0,0.9115660913509421,85411a53fffffff,24.769928815021668,114.2101230742212
2000,17.484253304373908,1878.0316828978696,707.9181928698838,20.856415799455466,2.579497907949791,113.30768615428136,0.0,0.0,100.0,0.0,0.0,0.7763459576304309,85411ac3fffffff,24.50965372484989,114.26696742251468
2001,17.791273585027568,1851.015360131928,707.9181928698838,20.856415799455466,2.5,86.78463664905114,0.0,0.0,100.0,0.0,0.0,0.7207418372061842,85411ac3fffffff,24.50965372484989,114.26696742251468
